Keuwl Accelerometer Data File
2019-06-27 16-05-03

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
3.8414929,0.822408,8.254010,4.869806,9.618734,59.583412,84.309975
3.8509879,0.864307,8.064868,4.854244,9.452662,59.100620,83.882996
3.8602109,0.944513,7.879318,4.824317,9.287076,58.703587,83.164436
3.8712239,0.997185,7.802703,4.803966,9.217084,58.587063,82.717079
3.8806288,1.047463,7.844602,4.724957,9.217384,59.161919,82.394478
3.8909318,1.162385,7.973889,4.680665,9.318941,59.849422,81.706192
3.9007690,1.326388,8.091205,4.666299,9.434048,60.355091,80.690331
3.9101789,1.468843,8.116343,4.627992,9.457846,60.703556,79.742012
3.9207690,1.572991,8.061277,4.624401,9.425687,60.618870,78.958656
3.9308689,1.666364,7.899669,4.598064,9.291057,60.337410,78.088593
3.9401059,1.736993,7.710526,4.504691,9.097341,60.319324,77.304588
3.9507959,1.697489,7.285556,4.456807,8.707693,59.214596,76.884430
3.9603019,1.647211,7.125144,4.248511,8.457590,59.845654,76.982887
3.9713058,1.647211,7.083246,4.082114,8.339623,60.693314,76.908539
3.9804997,1.750161,7.140707,3.952827,8.347311,61.735344,76.228493
3.9909699,1.848324,7.229292,3.927688,8.432420,62.239014,75.658333
4.0012059,1.954866,7.398083,3.913323,8.594604,62.914268,75.198494
4.0104170,2.003947,7.641095,3.968389,8.840262,63.326904,75.304611
4.0202417,2.114080,7.899669,3.979163,9.094385,64.052933,75.017799
4.0302529,2.497152,8.124723,4.021062,9.402969,64.682281,72.915070
4.0416808,3.035848,8.350976,4.149151,9.806663,64.969849,70.022171
4.0502291,3.222595,8.445546,4.145560,9.944750,65.363548,69.114479
4.0601349,3.211822,8.382100,4.070143,9.856037,65.609123,69.034355
4.0700979,2.970007,8.112753,3.927688,9.490229,65.552040,69.892769
4.0805130,2.566584,7.730877,3.805584,8.990900,64.958755,71.634285
4.0900879,2.066196,7.301118,3.637990,8.414895,64.384644,74.198639
4.1003451,1.610101,6.882133,3.391387,7.839495,64.367149,76.832275
4.1100211,1.249773,6.531382,3.163938,7.364196,64.555420,79.167458
4.1201258,1.077391,6.351817,2.947262,7.084681,65.417381,80.373154
4.1301389,1.095347,6.385336,2.750938,7.038463,66.993004,80.266159
4.1401458,1.176750,6.655881,2.567781,7.230421,69.198235,79.973801
4.1500907,1.267730,6.921637,2.367866,7.424486,71.401978,79.621048
4.1601100,1.320402,7.065289,2.276886,7.539627,72.422882,79.414345
4.1711469,1.316811,7.050924,2.304419,7.533914,72.189323,79.421463
4.1802859,1.244985,6.896498,2.330755,7.385397,71.603584,79.766937
4.1905098,1.094150,6.613982,2.335544,7.099063,70.792320,80.606636
4.2001247,0.793678,6.282385,2.443283,6.787335,68.901230,82.799751
4.2101207,0.420182,5.917270,2.433706,6.411985,67.693832,85.938271
4.2223258,0.132878,5.628768,2.292448,6.079145,67.845810,88.647675
4.2352028,-0.252588,5.349844,2.094927,5.750943,68.637009,92.703163
4.2504039,-0.300472,5.323507,1.963245,5.681931,69.786194,93.230492
4.2601910,-0.197522,5.412093,1.820790,5.713584,71.417038,92.090157
4.2712889,-0.197522,5.612009,1.562217,5.828737,74.453537,92.015762
4.2807107,-0.143652,5.870583,1.350330,6.025593,77.050095,91.401741
4.2901530,0.023942,6.147113,0.988805,6.226179,80.861931,89.776840
4.3009439,0.190339,6.466739,0.790087,6.517605,83.037285,88.314072
4.3101711,0.308852,6.797139,0.719458,6.842083,83.964088,87.398354
4.3201060,0.332794,7.049727,0.714669,7.093670,84.217789,87.297264
4.3308482,0.256180,7.115568,0.879869,7.174336,82.955444,87.938087
4.3405366,0.112527,7.024588,0.967257,7.091762,82.160896,89.082253
4.3501816,-0.080206,6.812701,0.981623,6.883524,81.801407,90.674507
4.3603210,-0.387861,6.617573,0.847547,6.682892,82.713928,93.354309
4.3701539,-0.689530,6.467936,0.800860,6.553703,82.980927,96.085175
4.3802218,-1.046266,6.384139,0.802058,6.518834,82.932594,99.307198
4.3907576,-1.452083,6.370971,0.737414,6.575834,83.561310,102.839622
4.4005265,-1.838747,6.299145,0.833182,6.614711,82.763863,106.272751
4.4106355,-2.303222,6.214150,1.039083,6.708218,81.089172,110.336792
4.4204268,-2.756923,6.063316,1.142034,6.757859,80.270699,114.450775
4.4307966,-3.134010,5.904101,1.140837,6.780999,80.314476,117.960220
4.4401217,-3.491943,5.825093,1.012747,6.866661,81.518646,120.941238
4.4500937,-3.744531,5.825093,0.940921,6.988459,82.262238,122.734032
4.4604640,-3.948039,5.930438,0.866701,7.176926,83.063911,123.652687
4.4700222,-4.103662,6.069301,0.763750,7.366123,84.048637,124.063965
4.4818873,-4.235343,6.596025,0.536301,7.857054,86.086105,122.704735
4.4901781,-4.090494,7.058106,0.084994,8.158200,89.403069,120.094246
4.5011063,-3.866636,7.666234,-0.386664,8.594854,92.578484,116.765114
4.5103621,-3.627216,8.451532,-0.695516,9.223277,94.324707,113.227966
4.5201173,-3.468001,9.467871,-0.973243,10.129897,95.513268,110.117355
4.5308442,-3.381810,10.581175,-1.011550,11.154422,95.203072,107.724205
4.5412226,-3.457227,11.604695,-0.940921,12.145234,94.443298,106.589645
4.5500607,-3.371036,12.539632,-0.839168,13.011935,93.697693,105.047104
4.5601497,-3.259706,13.360843,-0.629675,13.767145,92.621483,103.710861
4.5700531,-3.178303,13.754689,-0.361524,14.121749,91.466965,103.011002
4.5809112,-3.148375,13.745112,-0.159214,14.101975,90.646896,102.901283
4.5904713,-3.253720,13.427880,0.181959,13.817662,89.245476,103.620857
4.6006556,-3.438074,12.519280,0.355539,12.987654,88.431320,105.356133
4.6101017,-3.258508,11.722012,0.654814,12.184096,86.919250,105.534973
4.6200876,-2.713828,10.849325,0.593762,11.199343,86.960892,104.043678
4.6313777,-2.270900,10.314221,1.440112,10.658990,82.235146,102.416801
4.6405382,-1.719037,10.837354,1.994370,11.152616,79.698654,99.013245
4.6501455,-1.078588,11.257536,1.910573,11.469340,80.410919,95.472824
4.6600161,-0.714669,11.629835,2.005144,11.823047,80.235657,93.516479
4.6700649,-0.531513,11.944673,1.760935,12.085470,81.621788,92.547859
4.6803827,-0.542287,12.314576,1.782483,12.454722,81.771744,92.521454
4.6911840,-0.714669,12.805387,1.535880,12.916952,83.171135,93.194366
4.7010255,-1.089362,13.109451,1.406593,13.229623,83.896690,94.750221
4.7105150,-1.465251,13.406332,1.084573,13.529708,85.402100,96.237411
4.7201729,-1.829170,13.679272,0.869095,13.828364,86.396660,97.616318
4.7306805,-2.176329,13.735536,0.636858,13.921455,87.378006,99.003395
4.7401862,-2.410961,13.855246,0.228646,14.065307,89.068558,99.871239
4.7504535,-2.397793,13.983335,-0.020351,14.187442,90.082184,99.730164
4.7601604,-2.226608,13.930662,0.062249,14.107622,89.747185,99.081062
4.7701960,-1.877054,13.668497,-0.107739,13.797201,90.447411,97.819351
4.7805543,-1.574188,13.363236,-0.156820,13.456551,90.667732,96.718475
4.7908311,-1.526304,13.466187,0.356736,13.557104,88.492165,96.466499
4.8009129,-1.556231,13.657723,0.723049,13.765103,86.988998,96.500542
4.8102059,-1.435324,13.704411,0.945710,13.811784,86.073814,95.979042
4.8201127,-1.080982,13.619416,1.137246,13.709498,85.241669,94.538094
4.8301640,-0.584185,13.548787,0.671574,13.577993,87.164970,92.468903
4.8401270,-0.238223,13.482946,0.500388,13.494331,87.874908,91.012222
4.8500628,-0.034716,13.259089,0.573411,13.271528,87.523705,90.150017
4.8604069,0.108936,12.937069,0.660800,12.954392,87.076088,89.517555
4.8700337,0.296881,12.634202,0.876278,12.668034,86.033546,88.653900
4.8803701,0.488417,12.350490,1.039083,12.403743,85.194603,87.735336
4.8909502,0.630872,12.216414,0.960075,12.270310,85.512375,87.043793
4.9001369,0.757765,12.265495,0.846350,12.317990,86.060188,86.464745
4.9102268,0.912191,12.315774,0.743400,12.371864,86.555138,85.764015
4.9204111,1.055843,12.488156,0.482432,12.541994,87.795555,85.167274
4.9302678,1.055843,12.750321,0.392649,12.799988,88.242134,85.266190
4.9403496,0.749385,12.961011,0.495600,12.992113,87.813850,86.690933
4.9509802,0.152032,12.955026,0.329203,12.960099,88.544456,89.327644
4.9603095,-0.474052,12.840104,-0.063446,12.849009,90.282921,92.114380
4.9703078,-0.563834,12.774263,-1.012747,12.826744,94.528557,92.527298
4.9800200,-0.513556,13.109451,-2.398990,13.337039,100.362434,92.243385
4.9901190,-0.582988,13.864822,-2.912546,14.179425,101.853294,92.407753
5.0009828,-0.588974,14.920665,-2.026692,15.069194,97.729271,92.260506
5.0102077,-0.667982,15.573085,-2.026692,15.718608,97.408104,92.456100
5.0205669,-1.137246,14.767436,0.951695,14.841705,86.323502,94.403679
5.0302038,-1.535880,14.730326,2.240973,14.978765,81.395676,95.952522
5.0405431,-1.769315,14.950592,3.043030,15.359385,78.572845,96.749229
5.0500836,-1.842338,15.170859,3.360262,15.647382,77.599190,96.924057
5.0600467,-1.478420,15.302540,2.869451,15.639284,79.427643,95.518372
5.0703621,-0.636858,15.453375,2.276886,15.633189,81.625404,92.359917
5.0803528,0.361524,15.455770,2.039860,15.593990,82.483559,88.660042
5.0900817,0.920571,15.114595,1.719037,15.239866,83.523331,86.514648
5.1008568,0.924162,14.796166,0.987608,14.857860,86.188713,86.425972
5.1099939,0.684742,14.428657,-0.757765,14.464757,93.002930,87.282951
5.1200657,-0.051475,15.144523,-2.729390,15.388593,100.216286,90.194748
5.1300468,-1.346738,16.689980,-3.022680,17.014868,100.232872,94.613281
5.1404276,-2.674323,16.606182,-1.408988,16.879057,94.788368,99.148582
5.1501660,-3.835511,14.452599,0.554258,14.963154,87.877190,104.862869
5.1604290,-4.766856,12.713211,1.019930,13.615759,85.704063,110.553680
5.1700397,-5.063736,12.107478,-0.119710,13.124282,90.522621,112.696251
5.1802144,-4.514267,12.506113,-0.732626,13.316089,93.153900,109.847801
5.1901135,-3.499126,13.166912,-0.173580,13.625035,90.729958,104.882446
5.2001057,-2.564190,13.624205,0.841562,13.888926,86.526192,100.658859
5.2101860,-2.020706,13.716381,1.790863,13.979612,82.639877,98.380569
5.2208400,-1.784877,13.585897,2.280477,13.891111,80.551094,97.484497
5.2301922,-1.707066,13.432669,2.407370,13.753039,79.918854,97.242508
5.2404990,-1.744176,13.323732,2.224213,13.620247,80.601395,97.458038
5.2504182,-1.909376,13.346478,1.693898,13.588358,82.838989,98.141617
5.2601418,-2.118869,13.500903,0.752976,13.686891,86.846313,98.919403
5.2713137,-2.211045,13.773843,0.041899,13.950241,89.827919,99.119598
5.2799935,-2.285265,13.834894,-0.368707,14.027212,91.506203,99.379494
5.2904768,-2.355895,13.812150,-0.760159,14.032232,93.105370,99.679604
5.3004937,-2.369063,13.729549,-1.055843,13.972394,94.333763,99.790100
5.3109760,-2.543839,13.642161,-0.981623,13.911983,94.046127,100.562576
5.3201489,-2.810793,13.429077,-0.990002,13.755754,94.127151,101.821716
5.3301129,-3.150769,13.200431,-1.165976,13.621242,94.910522,103.424576
5.3402061,-3.626019,13.034034,-1.322796,13.593521,95.584335,105.546364
5.3502369,-4.176685,12.867637,-1.701080,13.635045,97.166779,107.982826
5.3604741,-4.759673,12.755110,-2.236184,13.796660,99.327736,110.463470
5.3708463,-5.062540,12.662932,-2.541445,13.872206,100.556442,111.791138
5.3801651,-4.884171,12.546814,-2.458845,13.686621,100.349564,111.269760
5.3900180,-4.450821,12.269087,-2.219425,13.238812,99.650940,109.939102
5.3998675,-3.979163,11.791444,-2.012326,12.606400,99.185265,108.647583
5.4099107,-3.688268,11.185710,-1.971625,11.941974,99.503067,108.248955
5.4213409,-3.440468,10.547656,-2.001553,11.273690,100.226616,108.065453
5.4299235,-3.303998,9.939528,-2.064999,10.675900,101.152802,108.387321
5.4401708,-2.949656,9.346964,-2.290054,10.065314,103.151070,107.514328
5.4499159,-2.512715,8.723274,-2.463634,9.406314,105.183586,106.068893
5.4599700,-2.217031,8.115147,-2.574964,8.797799,107.018639,105.280144
5.4699159,-2.223016,7.594408,-2.613271,8.333427,108.275658,106.315681
5.4799356,-2.287660,7.140707,-2.810793,8.007724,110.549118,107.763840
5.4898987,-2.434903,6.758832,-2.880225,7.739913,111.846809,109.811813
5.4999270,-2.545036,6.478710,-2.867057,7.528008,112.386467,111.446426
5.5098910,-2.305616,6.317101,-2.934094,7.336930,113.572403,110.051079
5.5201688,-1.885434,6.240487,-3.016694,7.183243,114.832230,106.811104
5.5299358,-1.526304,6.187814,-2.995146,7.041985,115.171364,103.856140
5.5399752,-1.349133,6.133945,-3.149572,7.026041,116.632828,102.404434
5.5498981,-1.315614,5.955577,-3.503914,7.033999,119.876999,102.456841
5.5599828,-1.436521,5.676652,-3.845088,7.005189,123.290993,104.201019
5.5700846,-1.780089,5.398925,-4.325125,7.143096,127.264633,108.247993
5.5799532,-1.991976,4.897339,-4.200627,6.752567,128.468079,112.133865
5.5899687,-2.124854,4.781221,-3.995923,6.583500,127.370026,113.961159
5.5999432,-2.230199,4.794389,-3.596091,6.394671,124.218987,114.946365
5.6101160,-2.188300,4.879383,-3.044227,6.153402,119.651466,114.155228
5.6204076,-2.000355,4.873397,-2.553416,5.854174,115.859779,112.316399
5.6304555,-1.890222,4.770447,-2.330755,5.635825,114.428711,111.615250
5.6401696,-1.911770,4.661511,-2.110489,5.462482,112.728241,112.299423
5.6500649,-1.926135,4.619612,-1.826776,5.328032,110.051292,112.633568
5.6605730,-1.836353,4.625597,-1.571793,5.219088,107.527435,111.652977
5.6704388,-1.649605,4.669890,-1.268927,5.112656,104.370628,109.455399
5.6806679,-1.510741,4.717774,-0.903811,5.035535,100.339859,107.756279
5.6901150,-1.487996,4.717774,-0.488417,4.970923,95.638687,107.505386
5.7012162,-1.623269,4.685453,-0.193930,4.962467,92.239655,109.108574
5.7105341,-1.804031,4.710592,-0.057461,5.044552,90.652649,110.955505
5.7201791,-1.932121,4.738125,0.015562,5.116949,89.825745,112.184738
5.7300291,-2.001553,4.707001,0.101754,5.115899,88.860329,113.036598
5.7411017,-2.130840,4.611232,0.162806,5.082366,88.164307,114.801544
5.7518530,-2.305616,4.485537,0.217872,5.048106,87.526390,117.203674
5.7602620,-2.422932,4.277241,0.169988,4.918769,88.019516,119.530289
5.7701178,-2.518700,4.101267,0.132878,4.814759,88.418541,121.555222
5.7805219,-2.562993,4.045004,0.180762,4.792042,87.838211,122.359138
5.7905121,-2.560599,4.129998,0.241814,4.865390,87.151176,121.798912
5.8007469,-2.406173,4.311957,0.277727,4.945683,86.780830,119.162537
5.8101497,-2.027889,4.547786,0.354342,4.992019,85.929626,114.032417
5.8207679,-1.410185,4.758476,0.422577,4.980992,85.133301,106.507309
5.8302727,-0.632069,4.950012,0.553061,5.020758,83.675758,97.276749
5.8402295,0.142455,5.091270,0.730232,5.145344,81.840988,88.397270
5.8501530,0.748188,5.232528,1.058237,5.390640,78.678734,81.862556
5.8602386,1.215057,5.385756,1.331176,5.679328,76.444351,77.286591
5.8701568,1.531092,5.623980,1.747767,6.085070,73.308273,74.770683
5.8807354,1.728614,6.035782,2.189497,6.649261,70.774658,74.018593
5.8901014,1.899799,6.651093,2.610877,7.393440,69.320862,74.058693
5.8999949,2.128445,7.394492,2.839523,8.201932,69.744827,73.941963
5.9100862,2.377442,8.107965,2.862268,8.920980,71.285858,73.657646
5.9208159,2.568978,8.693346,2.930503,9.526896,72.085159,73.537018
5.9313688,2.626439,9.089587,3.138798,9.968493,71.646919,73.883331
5.9402027,2.603694,9.221268,3.362656,10.154726,70.661896,74.232574
5.9508152,2.712631,9.245210,3.703830,10.322335,68.972435,73.647820
5.9616346,2.917335,9.264363,4.052186,10.524234,67.354156,72.520859
5.9702420,3.074155,9.327810,4.424485,10.771933,65.748550,71.759392
5.9801545,3.076549,9.427169,4.710592,10.978449,64.591049,71.925949
5.9900608,2.874239,9.530120,4.924873,11.105801,63.675755,73.216934
6.0011497,2.492364,9.659407,5.087678,11.198236,62.978260,75.531853
6.0111675,2.086547,9.777920,5.096058,11.221907,62.991867,77.954117
6.0202751,1.748964,9.850943,4.882974,11.132986,63.985146,79.932449
6.0301418,1.539472,9.928755,4.633977,11.064533,65.240288,81.186363
6.0405107,1.508347,10.034100,4.404134,11.061403,66.537216,81.451187
6.0502367,1.602918,10.164583,4.191050,11.110940,67.839630,81.038460
6.0607495,1.696292,10.263943,4.018668,11.152381,68.878822,80.615715
6.0708570,1.720234,10.277111,3.597288,11.023552,70.953979,80.497643
6.0805798,1.642422,10.220847,3.597288,10.959186,70.837761,80.870995
6.0900407,1.540669,10.075998,3.263297,10.702734,72.247665,81.306534
6.1003036,1.411382,9.939528,2.618060,10.374992,75.383781,81.918205
6.1101809,1.234211,9.854534,2.359486,10.207952,76.635689,82.861275
6.1201940,1.256956,9.914390,2.145205,10.221397,77.885033,82.774536
6.1301446,1.309628,9.963470,2.002750,10.246799,78.728912,82.511803
6.1401272,1.359907,9.949105,1.875857,10.215325,79.418633,82.216682
6.1512160,1.395820,9.873688,1.781286,10.129709,79.872009,81.953552
6.1602230,1.385046,9.727641,1.708263,9.973140,80.137383,81.896553
6.1701002,1.388637,9.550470,1.672350,9.794721,80.169159,81.727173
6.1799960,1.419762,9.362526,1.650802,9.612375,80.111160,81.377190
6.1900368,1.437718,9.220071,1.679533,9.481433,79.796837,81.137039
6.2006469,1.468843,9.162610,1.766921,9.446319,79.219406,80.892502
6.2102318,1.538275,9.169792,1.831564,9.476604,78.856194,80.477043
6.2201738,1.608904,9.236830,1.878251,9.562187,78.672028,80.119148
6.2300692,1.678335,9.329007,1.920150,9.671306,78.548355,79.801300
6.2400346,1.777695,9.399636,1.910573,9.755186,78.705498,79.290497
6.2512908,1.874660,9.437943,1.917756,9.811570,78.728485,78.765556
6.2602921,1.903390,9.460688,1.966837,9.848652,78.480225,78.624557
6.2700448,1.917756,9.451111,2.029086,9.854871,78.118004,78.529663
6.2801518,1.924938,9.436746,2.096124,9.856536,77.721527,78.470787
6.2901917,1.906982,9.427169,2.181118,9.862321,77.223022,78.564194
6.3001180,1.875857,9.392453,2.275689,9.844581,76.634529,78.705513
6.3103180,1.841141,9.362526,2.372654,9.832404,76.036148,78.874741
6.3208656,1.794454,9.333796,2.467225,9.819725,75.448395,79.117470
6.3300395,1.781286,9.317036,2.549825,9.822512,74.954269,79.176468
6.3400469,1.814805,9.350554,2.657564,9.888834,74.410461,79.016289
6.3498731,1.861492,9.382876,2.742558,9.951138,74.002083,78.778656
6.3601499,1.935712,9.459491,2.823961,10.060005,73.697319,78.435127
6.3699660,2.062605,9.556456,2.855086,10.184875,73.720337,77.820473
6.3799500,2.213439,9.619903,2.845509,10.273206,73.919746,77.042358
6.3899665,2.351106,9.652225,2.843115,10.333268,74.029533,76.310379
6.4004645,2.398990,9.607931,2.795230,10.289840,74.237549,75.980553
6.4101329,2.361880,9.508572,2.778471,10.183875,74.167236,76.050346
6.4200006,2.269703,9.429564,2.742558,10.079179,74.210655,76.466309
6.4300799,2.172738,9.391256,2.673126,10.003104,74.500519,76.973381
6.4401817,2.091335,9.406818,2.578555,9.975513,75.019608,77.465790
6.4503508,2.051831,9.453506,2.452860,9.979744,75.771843,77.754204
6.4608879,2.068590,9.542090,2.367866,10.046758,76.368019,77.768356
6.4706168,2.103306,9.612720,2.309207,10.107458,76.793243,77.657936
6.4802432,2.127248,9.606734,2.267309,10.097287,77.023796,77.514290
6.4902458,2.098518,9.513360,2.219425,9.991679,77.165985,77.560539
6.5000296,2.044648,9.409213,2.175132,9.871428,77.270630,77.740067
6.5109730,1.951274,9.302670,2.130840,9.741028,77.364433,78.153709
6.5212250,1.889025,9.232041,2.055422,9.644883,77.695328,78.435982
6.5301237,1.879448,9.208099,1.902193,9.588522,78.557625,78.463921
6.5401578,1.873463,9.252393,1.736993,9.598635,79.574173,78.553276
6.5502348,1.837550,9.321824,1.618480,9.638074,80.332764,78.848633
6.5606198,1.942895,9.409213,1.482011,9.721342,81.231110,78.333054
6.5701299,2.142811,9.461885,1.359907,9.796339,82.020554,77.239609
6.5809608,2.206257,9.479841,1.369483,9.829062,81.990921,76.898689
6.5902967,2.129642,9.470264,1.534683,9.827336,81.015648,77.326340
6.6007466,2.115277,9.710882,2.184709,10.175882,77.602379,77.711479
6.6105051,1.711854,9.581595,1.552640,9.856374,80.936646,79.870377
6.6208029,1.747767,9.370906,1.185130,9.605888,82.913055,79.435150
6.6300168,1.770512,9.397242,1.667562,9.706885,80.107994,79.330116
6.6404686,1.720234,9.408015,2.061408,9.783628,77.836639,79.638062
6.6500721,1.648408,9.375694,2.061408,9.740138,77.781494,80.028336
6.6605554,1.798046,9.509769,2.304419,9.948821,76.607101,79.293274
6.6700630,1.952471,9.548077,2.353500,10.025810,76.423454,78.443001
6.6801476,2.056619,9.532514,2.406173,10.044310,76.139671,77.825172
6.6901422,2.069787,9.576807,2.304419,10.065267,76.764877,77.804527
6.7005329,1.975216,9.624691,2.161964,10.060330,77.590347,78.402565
6.7100878,2.011129,9.676167,2.042254,10.091761,78.324509,78.258606
6.7201247,2.223016,9.868899,2.130840,10.338155,78.105270,77.305725
6.7302146,2.173935,9.951499,2.109292,10.402281,78.300896,77.677155
6.7401934,2.018312,9.834184,1.975216,10.231629,78.869164,78.401993
6.7504954,1.981202,9.750386,1.887828,10.127146,79.256493,78.514313
6.7604480,2.067393,9.749189,1.872266,10.140325,79.360107,78.027336
6.7702155,2.155979,9.765948,1.801637,10.162081,79.788040,77.550789
6.7802339,2.188300,9.786300,1.697489,10.170633,80.392311,77.395523
6.7912960,2.085350,9.664195,1.660379,10.025079,80.466599,77.823357
6.8005929,1.917756,9.382876,1.771709,9.739359,79.518837,78.448479
6.8103709,1.909376,9.253590,1.902193,9.638101,78.617271,78.341270
6.8206730,2.033874,9.282320,1.978808,9.706379,78.236832,77.641083
6.8304448,2.161964,9.390059,2.070984,9.855774,77.870087,77.034195
6.8402233,2.246958,9.494206,1.988384,9.957030,78.480789,76.685013
6.8502407,2.366668,9.578004,1.914164,10.050040,79.020172,76.120567
6.8601699,2.547431,9.657013,1.841141,10.155643,79.554955,75.222534
6.8700829,2.591723,9.645041,1.748964,10.139169,80.067039,74.959312
6.8811069,2.517503,9.579201,1.745373,10.057098,80.005920,75.275116
6.8901849,2.266112,9.604341,1.720234,10.016877,80.111374,76.724060
6.9001117,1.875857,9.623494,1.553837,9.926977,80.994652,78.969948
6.9101958,2.002750,9.539697,1.395820,9.847088,81.850906,78.143593
6.9204340,2.069787,9.351752,1.523909,9.698535,80.959778,77.520126
6.9301295,1.891419,9.175778,1.726219,9.526396,79.560112,78.352661
6.9400120,1.744176,9.123106,1.806425,9.462367,78.994324,79.176666
6.9502234,1.657985,9.196129,1.774103,9.511317,79.249916,79.779846
6.9610329,1.679533,9.339781,1.693898,9.639586,79.879257,79.805702
6.9704127,1.777695,9.489418,1.630451,9.791202,80.414330,79.389511
6.9808626,1.903390,9.643845,1.557428,9.952497,80.997002,78.835121
6.9902425,1.995567,9.700109,1.564611,10.026086,81.022072,78.374947
7.0000787,2.042254,9.708488,1.594538,10.048287,80.869270,78.120598
7.0102639,2.068590,9.740809,1.612495,10.087744,80.801987,78.010597
7.0207129,2.045845,9.782708,1.659182,10.131127,80.574173,78.188042
7.0302439,1.999158,9.793482,1.647211,10.130262,80.641983,78.462631
7.0409641,1.911770,9.818622,1.669956,10.141447,80.522141,78.981873
7.0500088,1.842338,9.797073,1.710657,10.114505,80.262810,79.349915
7.0601597,1.817199,9.777920,1.739388,10.096306,80.079613,79.471855
7.0700350,1.863886,9.568427,1.948880,9.941176,78.694443,78.977081
7.0801129,1.918953,9.202114,2.788048,9.804820,73.479713,78.220695
