Keuwl Accelerometer Data File
2019-06-27 15-59-48

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
3.8283808,-2.009932,8.583213,-0.190339,8.817460,91.236916,103.179482
3.8383207,-1.771709,8.943541,-0.578200,9.135654,93.628700,101.205185
3.8483508,-1.733402,9.477448,-0.895431,9.676182,95.309731,100.364700
3.8583620,-2.160767,9.998186,-1.274912,10.308154,97.104530,102.194977
3.8683958,-2.003947,10.952275,-1.297657,11.209462,96.647720,100.368759
3.8782010,-1.899799,11.500547,-1.295263,11.728151,96.340714,99.380096
3.8883069,-1.819593,11.704055,-1.012747,11.887870,94.887047,98.836853
3.8982158,-1.726219,11.587936,-0.900220,11.750340,94.393860,98.472870
3.9082189,-1.695095,11.289858,-0.782904,11.443216,93.923035,98.538788
3.9181738,-1.681927,11.016919,-0.725443,11.168154,93.724350,98.680183
3.9290709,-1.622072,10.952275,-0.669179,11.091946,93.458763,98.424469
3.9383578,-1.517924,11.093534,-0.787692,11.224573,94.024078,97.791374
3.9483449,-1.313220,11.445481,-0.695516,11.541549,93.454842,96.545319
3.9584239,-1.085770,11.712435,-0.660800,11.781200,93.215370,95.296318
3.9684649,-0.956484,11.857284,-0.629675,11.912452,93.029984,94.611855
3.9784660,-0.958878,11.890802,-0.465672,11.938487,92.235443,94.610374
3.9887590,-1.150414,11.869255,-0.120907,11.925488,90.580910,95.536034
3.9985490,-1.274912,11.871649,-0.544681,11.952327,92.611938,96.129578
4.0084968,-1.238999,11.967417,-0.569820,12.044869,92.711571,95.910835
4.0186296,-1.110910,12.014104,-0.640449,12.082342,93.038506,95.282951
4.0289211,-0.915782,11.961432,-0.610521,12.011962,92.913376,94.378098
4.0384378,-0.689530,11.840525,-0.612916,11.876411,92.958221,93.332840
4.0488162,-0.480037,11.730392,-0.531513,11.752234,92.592171,92.343384
4.0585227,-0.385466,11.651382,-0.384269,11.664088,91.887932,91.894844
4.0685139,-0.429759,11.541249,-0.336385,11.554146,91.668335,92.132523
4.0784678,-0.533907,11.419145,-0.428562,11.439650,92.146965,92.676941
4.0884986,-0.719458,11.394006,-0.672771,11.436503,93.372467,93.613060
4.0983701,-1.011550,11.464635,-0.638055,11.526847,93.173164,95.042274
4.1084690,-1.329979,11.514913,-1.234211,11.656986,96.077721,96.588501
4.1189747,-1.498770,11.645397,-1.286883,11.811759,96.254753,97.333687
4.1304798,-1.784877,11.789049,-1.170765,11.980742,95.607925,98.609268
4.1385016,-1.784877,11.789049,-1.170765,11.980742,95.607925,98.609268
4.1484036,-1.787272,11.868058,-1.076194,12.050035,95.123940,98.564110
4.1583810,-1.790863,11.805809,-1.088165,11.990346,95.206947,98.625633
4.1683478,-1.946486,11.665748,-0.858321,11.858127,94.150841,99.472809
4.1783757,-2.078167,11.645397,-0.958878,11.868172,94.634209,100.118149
4.1884398,-2.121263,11.672931,-0.939724,11.901267,94.528793,100.299675
4.1990180,-2.057816,11.648989,-1.367089,11.908085,96.592285,100.018059
4.2084489,-1.865083,11.830948,-1.504756,12.071211,97.160927,98.958633
4.2183967,-1.679533,12.050017,-1.335965,12.239630,96.266357,97.934769
4.2288408,-1.656788,12.196063,-1.218649,12.368266,95.654541,97.736053
4.2384472,-1.781286,12.261904,-1.133654,12.442364,95.227608,98.265533
4.2483368,-2.039860,12.322956,-0.960075,12.527490,94.395309,99.399132
4.2585540,-2.291251,12.362460,-1.369483,12.647361,96.216301,100.500023
4.2685828,-2.347515,12.392388,-1.382651,12.688335,96.255959,100.726555
4.2783570,-2.296039,12.261904,-1.249773,12.537464,95.720924,100.605804
4.2896199,-2.164358,12.063186,-1.206678,12.315071,95.623085,100.171700
4.2984648,-1.982399,11.942278,-1.128866,12.158216,95.327469,99.425064
4.3088775,-1.763330,11.945869,-1.069011,12.122538,95.059128,98.396797
4.3184428,-1.673547,12.000936,-1.303643,12.186989,96.140678,97.938782
4.3285046,-1.540669,12.146982,-1.164779,12.299575,95.434097,97.228546
4.3383069,-1.423353,12.231977,-1.063026,12.360308,94.933716,96.637276
4.3487549,-1.435324,12.234370,-0.960075,12.355635,94.456573,96.691299
4.3584943,-1.646014,12.218808,-0.815226,12.356101,93.782982,97.672211
4.3684878,-1.981202,12.265495,-0.793678,12.449798,93.655098,99.175529
4.3785472,-2.266112,12.454638,-0.869095,12.688916,93.927406,100.312119
4.3884902,-2.503138,12.852075,-1.319205,13.159857,95.753258,101.021255
4.3984241,-2.723404,13.447034,-1.899799,13.850953,97.883553,101.449150
4.4085379,-2.926912,14.115016,-2.365471,14.608078,99.318878,101.714912
4.4185367,-3.031059,14.672865,-2.468422,15.184644,99.355545,101.671745
4.4285388,-2.964022,14.913483,-2.217031,15.365956,98.295700,101.240929
4.4384313,-2.840720,14.800955,-1.792060,15.177267,96.781036,100.864555
4.4484310,-2.701857,14.614207,-1.392228,14.926935,95.351730,100.474503
4.4584179,-2.525883,14.681245,-1.204283,14.945546,94.621796,99.762070
4.4684238,-2.403779,15.017631,-1.313220,15.265383,94.935028,99.093842
4.4784102,-2.333150,15.460558,-1.513135,15.708661,95.527580,98.581741
4.4883628,-2.233790,15.787366,-1.748964,16.040249,96.259750,98.053452
4.4984446,-2.129642,15.905879,-1.868674,16.156248,96.641846,97.625992
4.5084858,-2.037466,15.903484,-1.872266,16.142412,96.660400,97.300644
4.5184860,-1.880645,15.816096,-1.950077,16.046450,96.980240,96.781036
4.5289450,-1.732205,15.638926,-1.984793,15.859254,97.189445,96.320457
4.5388432,-1.725022,15.344439,-1.890222,15.556363,96.979141,96.414261
4.5484109,-1.723825,15.045163,-1.689109,15.237506,96.364433,96.536263
4.5584998,-1.668759,14.669273,-1.558625,14.845930,96.026398,96.489998
4.5684719,-1.611298,14.237121,-1.489193,14.405193,95.933777,96.457024
4.5783100,-1.594538,13.846866,-1.522712,14.021301,96.234612,96.568970
4.5884418,-1.598130,13.552379,-1.514333,13.730046,96.332222,96.725403
4.5984807,-1.586159,13.387178,-1.382651,13.551538,95.856026,96.757095
4.6085730,-1.555034,13.324929,-1.140837,13.463780,94.860718,96.656372
4.6184769,-1.502362,13.311762,-0.992397,13.432980,94.236732,96.439140
4.6288600,-1.007959,13.305776,-0.967257,13.378910,94.145943,94.332085
4.6384230,-0.705092,13.181277,-0.981623,13.236570,94.252953,93.061943
4.6486921,-0.562637,12.969391,-1.007959,13.020661,94.439835,92.484047
4.6584330,-0.527921,12.779052,-1.104924,12.837590,94.937523,92.365631
4.6684880,-0.580594,12.559982,-1.237802,12.634175,95.622429,92.646652
4.6793399,-0.708684,12.369643,-1.326388,12.460723,96.110451,93.279015
4.6884060,-0.951695,12.208035,-1.277307,12.311513,95.955093,94.457558
4.7005358,-1.286883,12.059594,-1.047463,12.173211,94.936211,96.091003
4.7184176,-1.790863,11.951855,-0.932542,12.121206,94.412392,98.521782
4.7283931,-1.835156,11.949461,-1.174356,12.146461,95.548195,98.731064
4.7383971,-1.731008,11.838130,-1.272518,12.031501,96.071274,98.319008
4.7486310,-1.617283,11.648989,-1.261744,11.828210,96.123535,97.904114
4.7586412,-1.617283,11.374852,-1.328782,11.565834,96.597198,98.092110
4.7685018,-1.704672,11.061212,-1.254562,11.261893,96.395958,98.761070
4.7785158,-1.819593,10.696096,-0.999579,10.895713,95.263748,99.654587
4.7887430,-1.958457,10.342952,-0.709881,10.550647,93.857956,100.722122
4.7983789,-2.153584,9.967062,-0.630872,10.216567,93.540260,102.192474
4.8083820,-2.342726,9.567230,-0.577003,9.866772,93.352531,103.759270
4.8185387,-2.382231,9.166202,-0.539892,9.486082,93.262703,104.568466
4.8284683,-2.183512,8.840590,-0.490811,9.119465,93.085159,103.873657
4.8385038,-1.764527,8.592790,-0.505177,8.786626,93.295967,101.604355
4.8491917,-1.261744,8.458714,-0.515950,8.567850,93.452400,98.483971
4.8586330,-0.827197,8.389283,-0.434548,8.441159,92.950867,95.631248
4.8683238,-0.478840,8.374918,-0.308852,8.394279,92.108566,93.272354
4.8791156,-0.240617,8.403648,-0.229843,8.410233,91.566032,91.640076
4.8891225,-0.122104,8.370130,-0.138864,8.372171,90.950371,90.835777
4.8983879,-0.056264,8.219295,-0.253785,8.223404,91.768509,90.392204
4.9085069,-0.189142,7.983466,0.179565,7.987724,88.711876,91.357178
4.9184179,-0.420182,7.618350,0.166397,7.631742,88.750664,93.156891
4.9283199,-0.713472,7.321469,0.105345,7.356905,89.179543,95.565857
4.9387259,-1.065420,7.143101,0.178368,7.224321,88.585228,98.483337
4.9484506,-1.380257,7.137115,0.055067,7.269564,89.565979,100.945396
4.9583969,-1.519121,7.305906,-0.015562,7.462187,90.119492,101.746170
4.9683566,-1.480814,7.533356,-0.082600,7.677961,90.616402,101.120712
4.9783468,-1.290475,7.694964,-0.113725,7.803252,90.835060,99.520126
4.9884486,-1.025915,7.679402,-0.174777,7.749598,91.292305,97.609268
4.9987779,-0.736217,7.428011,-0.217872,7.467586,91.671883,95.660309
5.0084209,-0.438139,7.055712,-0.166397,7.071260,91.348381,93.553337
5.0183897,-0.251391,6.609194,-0.108936,6.614870,90.943611,92.178284
5.0284925,-0.002394,6.271611,0.086191,6.272204,89.212631,90.021873
5.0384345,0.052672,5.908890,0.120907,5.910361,88.827827,89.489273
5.0486021,0.135272,5.735310,0.102951,5.737829,88.971916,88.648880
5.0584779,0.286107,5.730522,0.130484,5.739143,88.697220,87.141777
5.0684729,0.550666,5.773617,0.201113,5.803304,88.014023,84.551819
5.0784440,0.857124,5.786786,0.363919,5.861228,86.440262,81.574753
5.0883346,1.149217,5.780800,0.530316,5.917735,84.858559,78.756256
5.0988011,1.521515,5.476737,0.717063,5.729208,82.810051,74.473953
5.1083097,1.731008,5.346252,0.823605,5.679536,81.661980,72.059105
5.1185026,1.899799,5.228937,0.895431,5.634964,80.856575,70.032692
5.1283898,2.100912,5.159505,0.960075,5.652970,80.221748,67.844208
5.1384110,2.258929,5.133168,1.102530,5.715571,78.877968,66.247368
5.1484408,2.388216,5.164293,1.175553,5.809942,78.326477,65.181923
5.1585398,2.493561,5.287594,1.205481,5.969060,78.348701,64.752045
5.1684098,2.651578,5.498284,1.159991,6.213500,79.240395,64.254051
5.1783857,2.762909,5.792771,1.085770,6.509129,80.397758,64.500816
5.1883926,2.849100,6.096835,1.115698,6.821550,80.586708,64.952934
5.2001581,2.962825,6.391322,1.191115,7.144653,80.403168,65.128975
5.2084427,3.028665,6.637924,1.235408,7.400074,80.389732,65.474358
5.2184949,3.175909,6.771999,1.323994,7.596007,79.962006,64.874527
5.2282939,3.420117,6.833052,1.225831,7.738893,80.886032,63.410862
5.2383275,3.648763,6.937200,1.483208,7.977350,79.284798,62.256947
5.2482886,3.847482,7.052121,1.477222,8.168092,79.580559,61.384087
5.2582178,4.024653,7.219715,1.407791,8.384748,80.334312,60.862381
5.2681928,4.067749,7.477092,1.353921,8.618966,80.962189,61.452564
5.2781849,3.936068,7.674613,1.300052,8.722526,81.428398,62.848141
5.2881918,3.790021,7.855376,1.206678,8.804956,82.123093,64.243858
5.2989006,3.885789,8.129512,1.120486,9.079858,82.911430,64.452873
5.3082137,4.118027,8.467094,1.128866,9.482836,83.163116,64.063721
5.3182225,4.447230,8.845378,1.225831,9.976032,82.941795,63.307919
5.3281865,4.686650,9.126697,1.306037,10.342485,82.745384,62.819050
5.3384275,4.717774,9.214086,1.525106,10.463399,81.618919,62.886753
5.3490276,4.666299,9.078813,1.699883,10.348372,80.545418,62.797886
5.3585081,4.469975,8.702923,1.769315,9.942435,79.749283,62.814167
5.3684163,4.266468,8.206126,1.893813,9.440857,78.428093,62.529514
5.3784428,4.016273,7.638700,2.019509,8.863330,76.829475,62.265518
5.3884473,3.902549,7.152678,2.134431,8.422974,75.320854,61.382824
5.3988118,3.825934,6.780379,2.237381,8.100444,73.966171,60.565460
5.4086137,3.762488,6.558916,2.485181,7.959385,71.806160,60.159485
5.4188051,3.726575,6.491878,2.670732,7.947619,70.364098,60.142605
5.4286938,3.823540,6.605602,2.747346,8.111803,70.203224,59.936329
5.4383440,3.944447,6.812701,2.716222,8.327630,70.963531,59.929829
5.4486260,4.129998,7.092823,2.620454,8.615788,72.293228,59.788677
5.4589386,4.333505,7.414843,2.451663,8.931395,74.067818,59.696423
5.4687757,4.326323,7.661446,2.236184,9.078289,75.740013,60.547127
5.4785028,4.255693,7.870938,2.075773,9.185392,76.939117,61.600601
5.4900789,4.061763,8.088810,1.969231,9.263080,77.725868,63.336670
5.4986539,3.794810,8.318654,1.892616,9.337162,78.305275,65.478439
5.5089006,3.585317,8.623915,1.835156,9.518099,78.883362,67.425331
5.5183620,3.506308,8.890868,1.832761,9.731431,79.144417,68.477119
5.5283618,3.520674,9.081207,1.918953,9.927026,78.854225,68.809296
5.5382462,3.663129,9.178172,2.076970,10.098077,78.130707,68.242409
5.5482216,3.824737,9.234436,2.255338,10.246462,77.284569,67.501541
5.5582728,3.994725,9.303867,2.413355,10.408846,76.593620,66.763161
5.5691948,4.193444,9.431957,2.843115,10.706544,74.600410,66.030090
5.5784569,4.246117,9.496601,2.962825,10.816342,74.102272,65.909645
5.5883508,4.255693,9.537302,3.027468,10.873666,73.833954,65.952820
5.5985246,4.220978,9.518148,3.094506,10.862218,73.447899,66.084328
5.6083589,4.153940,9.509769,3.090914,10.827958,73.413841,66.403931
5.6188440,4.065354,9.467871,3.034651,10.741359,73.589325,66.762077
5.6284022,3.960010,9.405622,3.037045,10.647583,73.427208,67.167648
5.6383939,3.867833,9.301474,3.058593,10.527703,73.110428,67.420990
5.6483779,3.757699,9.199720,2.966416,10.370862,73.379356,67.782051
5.6584420,3.598485,9.180567,3.281253,10.392234,71.594452,68.596428
5.6683435,3.550601,9.170990,3.065775,10.301106,72.685524,68.835800
5.6785960,3.578135,9.197326,2.929306,10.294400,73.467850,68.741936
5.6885653,3.649961,9.216479,2.806004,10.302396,74.195000,68.395172
5.6989069,3.702633,9.242816,2.711433,10.319448,74.766708,68.169174
5.7086182,3.743334,9.293094,2.602497,10.351190,75.438438,68.060020
5.7193766,3.816358,9.380483,2.486378,10.427853,76.205734,67.861534
5.7286158,3.891775,9.412804,2.394202,10.463221,76.772346,67.537086
5.7397738,3.849876,9.334992,2.281674,10.352279,77.267288,67.588089
5.7494769,3.624821,9.133880,2.231396,10.077014,77.206711,68.354126
5.7586160,3.342306,8.902839,2.188300,9.758083,77.040916,69.422852
5.7683396,3.062184,8.734048,2.069787,9.483912,77.394203,70.679176
5.7793307,2.894590,8.609550,1.950077,9.290092,77.882957,71.417000
5.7883720,2.835932,8.628703,2.001553,9.300712,77.572487,71.806236
5.7991629,2.772485,8.786720,2.145205,9.460181,76.893517,72.487885
5.8083510,2.588132,8.887277,2.183512,9.510512,76.727104,73.763504
5.8184299,2.379837,8.911219,2.024297,9.443051,77.621490,75.047508
5.8284340,2.297236,8.939949,1.722628,9.389751,79.428734,75.588890
5.8384509,2.245761,8.971074,1.830367,9.427293,78.804565,75.945770
5.8496952,2.274492,9.003395,1.699883,9.440553,79.626640,75.822235
5.8584876,2.395399,9.058462,1.750161,9.531880,79.419815,75.187881
5.8686266,2.619257,9.117120,1.883040,9.670999,78.772217,73.971176
5.8787179,2.962825,9.157822,2.055422,9.842195,77.945747,72.072083
5.8888350,3.367445,9.181764,2.309207,10.048727,76.714645,69.859306
5.8994236,3.740940,9.184157,2.609680,10.254454,75.256493,67.837685
5.9093676,4.016273,9.151836,2.886210,10.402729,73.892082,66.305786
5.9189210,4.205415,9.052477,3.096900,10.451012,72.762970,65.082321
5.9283471,4.323928,8.931569,3.217807,10.431853,72.033569,64.167564
5.9383531,4.315548,8.852561,3.239355,10.367508,71.792900,64.011162
5.9492278,4.249708,8.807071,3.195062,10.287514,71.906013,64.241127
5.9583440,4.165911,8.811859,3.088520,10.224609,72.418190,64.696999
5.9683228,4.092888,8.838196,2.913743,10.166383,73.345146,65.151573
5.9783487,4.021062,8.881291,2.656367,10.104581,74.758545,65.641052
5.9887056,3.954024,8.900445,2.355895,10.020103,76.401489,66.046806
5.9986506,3.858256,8.911219,2.050634,9.924770,78.075783,66.589020
6.0095367,3.839103,8.953117,1.856703,9.916873,79.209015,66.790314
6.0184889,3.885789,9.017760,1.775301,9.978530,79.751839,66.688591
6.0284801,3.976769,9.309854,1.861492,10.293358,79.581078,66.869911
6.0394907,4.188656,9.557653,2.008735,10.626787,79.104073,66.334488
6.0485821,4.545392,9.688137,2.189497,10.923118,78.436951,64.865395
6.0585670,4.944026,9.518148,2.473210,11.007057,77.015167,62.551212
6.0686131,5.288792,9.121908,2.908955,10.938124,74.576805,59.895267
6.0783095,5.543774,8.602366,3.381810,10.778255,71.713890,57.200340
6.0885267,5.711368,8.155849,3.799598,10.657135,69.112701,54.997257
6.0985565,5.801151,7.951144,4.243722,10.718359,66.675995,53.885525
6.1084518,5.966351,8.037335,4.605247,11.018367,65.294083,53.412415
6.1184278,6.198588,8.280347,4.692636,11.358146,65.597038,53.181824
6.1284676,6.588843,8.519767,4.463989,11.658751,67.487350,52.283085
6.1385050,6.862979,8.627506,3.975572,11.719194,70.169670,51.498573
6.1483622,7.071275,8.584411,3.716998,11.726513,71.519981,50.520538
6.1583390,7.272388,8.556877,3.544616,11.775910,72.481987,49.639187
6.1683316,7.425617,8.626308,3.190274,11.820779,74.342461,49.277782
6.1784697,7.557298,8.815451,2.509123,11.879420,77.806381,49.394218
6.1893392,7.999028,9.034520,1.728614,12.189959,81.847610,48.478806
6.1983628,8.726865,9.060856,1.417367,12.659629,83.571709,46.075687
6.2087207,9.222465,8.723274,1.945289,12.842645,81.287811,43.406635
6.2185397,9.260772,8.021772,2.640805,12.533339,77.836479,40.899437
6.2285209,9.003395,7.237672,3.169923,11.978875,74.655266,38.795193
6.2384257,8.577228,6.569689,3.696647,11.419057,71.111580,37.450150
6.2484989,8.239645,6.126762,4.230555,11.105248,67.607399,36.633427
6.2587008,7.977480,5.843049,4.345476,10.801138,66.276924,36.220650
6.2695670,7.759608,5.674258,4.169502,10.478238,66.551781,36.176357
6.2783809,7.546524,5.740098,3.755305,10.198092,68.393127,37.257641
6.2884040,7.120356,5.916072,3.359065,9.847980,70.056595,39.722088
6.2992048,6.512228,6.115988,2.808398,9.364909,72.549286,43.202801
6.3085971,5.802348,6.368577,2.638410,9.010395,72.973228,47.663654
6.3185372,5.183447,6.733692,2.700660,8.916518,72.369171,52.411720
6.3284578,4.750096,7.248446,2.936488,9.150209,71.281410,56.762123
6.3385506,4.416105,7.844602,3.112462,9.525082,70.927467,60.622738
6.3485522,4.028244,8.414422,2.984372,9.794679,72.260292,64.418114
6.3584070,3.913323,8.834604,2.985569,10.113256,72.829659,66.108864
6.3684449,3.681085,8.936357,3.070564,10.140869,72.374687,67.612144
6.3785000,3.564966,8.731653,3.219004,9.965578,71.154808,67.790749
6.3884840,3.484761,8.349778,3.397372,9.664599,69.419228,67.346893
6.3983231,3.462016,7.946355,3.839103,9.479917,66.110619,66.458527
6.4084759,3.558981,7.592013,4.156334,9.358425,63.632469,64.883774
6.4198050,3.816358,7.261614,4.139575,9.188672,63.223686,62.275726
6.4283967,4.100070,7.011420,4.317943,9.198652,62.003971,59.682171
6.4383497,4.345476,6.818686,4.522647,9.264555,60.779846,57.491074
6.4485865,4.717774,6.706159,4.740520,9.471140,59.965420,54.873661
6.4587202,5.121197,6.752846,5.268441,9.979181,58.133411,52.824188
6.4686027,5.392939,6.842628,5.886145,10.514374,55.956722,51.756996
6.4783149,5.357026,6.927623,6.332664,10.807049,54.128078,52.285759
6.4892559,4.521450,6.903681,6.351817,10.413928,52.415211,56.777878
6.4984131,3.949236,6.932411,5.969942,9.964687,53.193829,60.330826
6.5084515,3.303998,7.058106,5.659893,9.631598,54.010426,64.915047
6.5184155,2.570175,7.322666,5.297171,9.396130,55.683704,70.659485
6.5284438,1.941698,7.734468,4.964377,9.393468,58.096344,75.907433
6.5383415,1.323994,8.233660,4.558560,9.504030,61.337788,80.864891
6.5483627,0.675165,8.621520,4.168305,9.600063,64.265877,85.522217
6.5585909,0.064643,8.643068,3.786430,9.436305,66.342911,89.571480
6.5688419,0.762553,10.079589,3.574543,10.721799,70.525322,85.673630
6.5785074,1.708263,11.032481,2.937685,11.543994,75.257378,81.198250
6.5884180,-0.715866,8.588001,2.766500,9.050953,72.202217,94.764961
6.5985227,-2.185906,7.023391,3.348291,8.081909,65.525101,107.287827
6.6084676,-2.803610,6.149507,3.786430,7.746852,60.740223,114.508629
6.6191697,-2.100912,6.156690,3.882198,7.575626,59.172237,108.841721
6.6282983,-1.037886,6.178237,4.774038,7.876501,52.691132,99.536118
6.6384954,-0.045490,5.671864,5.760449,8.084237,44.556961,90.459518
6.6483974,1.662773,5.754464,6.141128,8.578585,44.285683,73.883156
6.6589346,2.694674,5.881356,6.030994,8.844461,47.008095,65.384064
6.6683831,4.112041,6.636727,6.739678,10.313986,49.197746,58.218113
6.6784420,5.159505,7.347805,7.001843,11.385804,52.050804,54.924114
6.6886449,5.458780,7.521385,6.968324,11.615810,53.137268,54.029057
6.6984887,5.559336,7.527370,6.999449,11.685881,53.204102,53.552292
6.7083182,5.683835,7.472303,7.287950,11.885096,52.178699,52.741432
6.7184620,5.679047,7.125144,7.611167,11.872200,50.126736,51.443649
6.7284479,5.407305,6.649895,7.800309,11.588998,47.694862,50.884014
6.7383780,4.997896,6.309918,7.730877,11.160667,46.156612,51.618317
6.7484498,4.576517,6.130353,7.316680,10.585818,46.276600,53.257412
6.7584448,4.147954,6.178237,6.709750,10.019825,47.960140,56.123318
6.7687058,3.335123,5.917270,6.319495,9.277562,47.065720,60.593292
6.7784147,3.051410,6.075287,6.203377,9.203375,47.620914,63.331177
6.7892199,3.879804,7.107188,6.426037,10.337260,51.564125,61.369934
6.7985187,4.104859,7.236475,7.055712,10.908689,49.699425,60.436111
6.8084769,3.655946,6.666655,7.307104,10.545330,46.138046,61.259949
6.8204041,3.009511,5.955577,7.138312,9.771466,43.069473,63.191315
6.8303356,2.561796,5.386954,7.024588,9.215579,40.336922,64.566315
6.8387709,2.213439,5.347449,6.139930,8.437611,43.307259,67.514145
6.8501401,1.856703,5.505467,5.981913,8.339112,44.165348,71.363464
6.8583570,1.857901,5.833472,6.545747,8.962589,43.085003,72.333862
6.8684831,1.800440,5.930438,7.404069,9.655667,39.931648,73.112076
6.8786325,1.971625,5.835866,7.269993,9.528769,40.274868,71.332657
6.8883777,2.205060,5.700594,7.594408,9.748543,38.828148,68.852921
6.8984537,2.627636,5.540183,7.747637,9.880485,38.359226,64.625626
6.9089017,2.856283,5.215768,9.063251,10.839976,33.269966,61.293804
6.9187317,3.007117,4.356250,8.856153,10.317514,30.866941,55.382698
6.9283328,3.604471,4.856638,9.208099,11.016726,33.297733,53.418152
6.9383240,3.475184,5.419276,9.635465,11.588254,33.748367,57.329430
6.9484210,3.070564,5.725733,9.218874,11.278299,35.174702,61.796482
6.9585195,2.385822,5.661090,7.284359,9.529006,40.142754,67.147392
6.9683447,1.106121,5.549759,6.507440,8.623811,41.010456,78.728096
6.9783387,1.310825,6.823475,5.966351,9.158352,49.347813,79.125656
6.9883370,0.806846,7.632715,6.712144,10.196187,48.829693,83.965736
6.9997764,0.213084,6.050148,7.186196,9.396335,40.111935,87.982895
7.0090981,0.726640,6.530185,7.076063,9.656190,42.878296,83.650589
7.0189281,0.551863,7.273585,6.572083,9.818445,47.982239,85.661148
7.0285554,-0.096965,7.084443,5.880159,9.207335,50.309620,90.784164
7.0387230,-0.258574,6.622362,5.905299,8.876659,48.297619,92.236008
7.0486031,0.505177,6.781576,6.545747,9.438845,46.092964,85.739761
7.0584087,0.924162,7.076063,6.722919,9.804202,46.707897,82.559059
7.0684199,1.108515,7.636306,7.408857,10.697343,46.164631,81.740417
7.0782948,0.879869,8.009802,7.413646,10.949577,47.384789,83.731247
7.0884571,0.239420,7.687782,7.120356,10.481354,47.208260,88.216217
7.0986867,-0.144849,6.940791,7.060501,9.901830,44.516376,91.195549
7.1083117,0.017957,6.852205,7.194576,9.935540,43.603867,89.849854
7.1185780,0.452504,6.672640,7.170634,9.805451,43.005302,86.120438
7.1282368,0.966060,6.792350,7.001843,9.802811,44.416683,81.905243
7.1382136,0.405817,6.684611,7.321469,9.922330,42.449036,86.525887
7.1482329,-0.119710,6.344635,7.256825,9.640033,41.168221,91.080925
7.1586218,-0.101754,6.645107,6.758832,9.478903,44.517246,90.877274
7.1689448,0.187945,6.951565,6.347029,9.415112,47.613220,88.451309
7.1784167,-0.053870,7.068881,6.561310,9.644831,47.133465,90.436623
7.1886940,0.196325,6.891710,6.582858,9.532483,46.324665,88.368256
7.1984630,0.186748,6.779182,6.647501,9.496392,45.572773,88.422058
7.2083278,0.131681,6.851008,6.509834,9.451539,46.468029,88.898872
7.2185020,-0.047884,6.977901,6.422446,9.483734,47.374271,90.393173
7.2284298,-0.094571,6.851008,6.248867,9.273273,47.634491,90.790855
7.2397575,-0.021548,6.737284,6.272809,9.205410,47.044800,90.183250
7.2485285,-0.070629,6.774394,6.248867,9.216600,47.312351,90.597336
7.2585387,-0.397437,6.868965,6.153099,9.230453,48.194149,93.311432
7.2685018,-0.823605,6.710948,5.870583,8.954266,49.033432,96.996674
7.2783098,-1.132457,6.263232,5.932832,8.701094,47.011703,100.248940
7.2883859,-1.124078,6.167464,5.878962,8.594379,46.839272,100.329308
7.2984447,-1.260547,5.936423,5.985504,8.523870,45.395813,101.988190
7.3102846,-1.288081,5.864597,6.001067,8.489138,45.015846,102.387558
7.3189368,-1.242591,5.789180,6.062119,8.473955,44.325455,102.114174
7.3285818,-1.042675,5.717354,5.875371,8.264096,44.687618,100.335457
7.3393340,-0.682347,5.779603,5.993884,8.354403,44.155483,96.733246
7.3484287,-0.401029,6.080075,6.526594,8.928862,43.033508,93.773643
7.3584261,-0.253785,6.415264,7.346608,9.756673,41.150566,92.265419
7.3683457,0.014365,6.756437,7.650671,10.206980,41.448338,89.878181
7.3784337,0.654814,7.407660,7.875727,10.831864,43.357113,84.948364
7.3883929,0.950498,7.443573,7.943961,10.927797,43.368702,82.723068
7.3983707,1.405396,7.416040,8.171411,11.124062,42.729038,79.269264
7.4083557,1.495179,7.465121,8.609550,11.492951,41.486168,78.674164
7.4182129,1.100136,7.290344,9.240421,11.821371,38.586185,81.418633
7.4282541,0.219069,6.724115,9.210494,11.405915,36.145760,88.133980
7.4382958,-0.150835,6.878541,8.972271,11.306579,37.482025,91.256195
7.4482198,-0.411803,6.889316,8.668207,11.080166,38.526749,93.420731
7.4584422,-0.547075,6.646304,8.372523,10.703821,38.537598,94.705559
7.4682298,-0.392649,6.787562,8.133103,10.600592,39.894108,93.310776
7.4783568,-0.240617,6.918046,7.990648,10.572025,40.902103,91.992004
7.4886117,-0.292093,6.957550,7.934384,10.556859,41.272076,92.403984
7.4982376,-0.462081,6.934805,7.764396,10.420695,41.832836,93.812103
7.5081849,-0.594959,6.894104,7.671022,10.330888,42.052387,94.932388
7.5184336,-0.634463,6.979098,7.473501,10.245173,43.158386,95.194427
7.5283399,-0.614113,7.076063,7.120356,10.057200,44.928722,94.960121
7.5383348,-0.588974,7.183802,6.827066,9.927876,46.554340,94.686989
7.5482607,-0.623690,7.308300,6.691794,9.928764,47.624966,94.877800
7.5582337,-0.775721,7.241263,6.607996,9.833781,47.780781,96.114502
7.5682831,-0.796072,7.145495,6.603208,9.761874,47.434834,96.357048
7.5784917,-0.610521,7.163452,6.649895,9.793308,47.232548,94.871391
7.5886507,-0.490811,7.267599,6.758832,9.936835,47.142330,93.863556
7.5984406,-0.484826,7.182605,6.736086,9.858993,46.902428,93.861610
7.6085758,-0.447716,7.121553,6.695385,9.784945,46.823051,93.597321
